UID,Target
141757,medium
2427,high
8643,high
128747,low
66386,medium
37963,medium
129171,medium
10216,medium
101861,medium
118580,medium
127634,low
58224,medium
83922,low
64161,low
134763,medium
70093,high
113216,medium
140128,medium
130847,medium
101501,low
127061,medium
81661,high
37128,low
55864,medium
152106,medium
84061,high
138600,medium
88394,high
138560,medium
61173,medium
25261,low
80229,low
93987,medium
154805,medium
46272,medium
29233,medium
33315,medium
144261,low
17620,high
16882,low
102885,high
96509,medium
20460,medium
33193,medium
91931,medium
151077,medium
72676,high
7709,medium
51464,medium
105705,medium
111396,medium
53677,low
118857,medium
140329,medium
119601,medium
36601,medium
78481,high
23194,medium
18163,medium
59833,medium
84950,low
55254,medium
91159,medium
38660,medium
87344,high
126200,medium
108326,high
6360,high
16783,medium
125124,medium
66580,medium
64043,medium
2822,high
97511,medium
151352,medium
106125,medium
48797,low
21376,high
112031,medium
135190,low
128781,medium
23922,medium
48693,medium
87914,low
114086,medium
94669,medium
38118,high
155164,medium
130990,medium
69217,low
116481,low
9515,medium
148144,medium
13027,medium
80834,medium
112332,medium
46151,medium
152529,medium
27502,high
129375,high
157805,medium
158422,medium
38654,medium
50281,medium
107599,low
13221,medium
98905,medium
134775,medium
55386,medium
152845,medium
44146,medium
99442,medium
106792,high
17413,medium
84857,medium
42693,medium
38716,high
12332,medium
113395,medium
14702,medium
43043,medium
121516,high
144730,medium
135913,high
155180,medium
66197,high
44602,medium
79636,medium
83428,medium
64163,high
14668,medium
157051,low
22322,medium
30031,low
63639,low
94243,medium
17327,high
90720,medium
67777,medium
72379,medium
121191,medium
93001,medium
140629,medium
79708,medium
52422,medium
119033,medium
22510,medium
62723,medium
1078,low
19838,low
144401,medium
56766,medium
94290,medium
131881,medium
72360,high
140251,medium
160321,medium
54648,high
71624,medium
70180,high
154141,medium
133942,medium
82136,high
103564,low
156512,high
119008,medium
16437,medium
70561,medium
118776,medium
109508,high
132024,medium
11258,medium
74415,high
9131,medium
138975,medium
150906,medium
3901,low
32385,high
12101,medium
14464,medium
57367,high
91375,low
92619,high
137137,high
124061,high
130187,high
60994,medium
51652,medium
96451,medium
58684,low
6568,medium
107834,low
113057,medium
51973,low
127636,low
41083,medium
121408,medium
5599,medium
23985,medium
140640,medium
45732,medium
100574,medium
127248,high
108691,low
70771,low
160429,low
136509,medium
36304,high
120679,medium
56286,medium
47661,low
112464,medium
5753,medium
76090,low
105031,low
73785,medium
41360,low
146923,medium
23951,low
107758,low
19301,low
39492,medium
139080,medium
66199,medium
153955,medium
99117,medium
27792,medium
101232,low
36259,medium
69912,low
29085,medium
91934,high
109443,medium
76969,low
140032,medium
67793,low
104510,medium
91024,high
87508,medium
102165,high
83854,medium
106829,low
22402,high
52468,high
3439,medium
109815,medium
154445,medium
140690,medium
137622,medium
126126,high
101843,medium
12295,medium
29686,high
42303,medium
76264,medium
25626,medium
21221,medium
15954,medium
61946,low
13029,medium
68410,medium
119027,medium
154513,medium
62443,medium
27070,high
138569,medium
138985,medium
8328,medium
105697,medium
120871,medium
66123,medium
152540,high
76697,low
109573,medium
125233,medium
68896,low
140007,high
155405,medium
111079,medium
53304,medium
98153,medium
131755,low
38462,medium
34604,low
25224,low
19493,medium
46451,high
127259,low
66336,medium
29348,medium
31689,medium
66550,medium
97726,medium
28419,low
67233,high
29081,high
117313,medium
13835,medium
16128,medium
112769,medium
44289,low
108616,medium
143190,medium
122924,low
78809,low
132007,high
57953,medium
37453,medium
24623,low
69154,medium
129749,medium
119917,medium
83077,medium
72710,medium
100768,high
5245,low
89471,medium
160328,medium
124460,medium
132794,medium
150681,medium
14902,medium
123752,medium
149202,low
31029,medium
145837,low
147878,medium
100712,low
50631,low
146340,medium
77799,high
135689,low
159585,low
152973,high
68779,low
106231,high
21198,high
118191,low
86710,medium
145340,medium
99180,high
22494,medium
78046,high
113952,medium
117279,medium
64399,low
22441,low
116888,medium
92474,high
134430,high
50518,medium
107711,medium
44532,high
147506,medium
84386,medium
129613,high
61987,high
142020,low
125823,medium
125364,medium
81274,medium
105560,medium
31864,medium
86193,medium
73229,medium
66029,medium
70840,medium
86133,medium
75030,medium
5554,medium
119575,medium
141235,medium
52410,medium
110567,low
62241,medium
36229,low
49245,medium
76570,high
10408,medium
22761,high
54329,medium
101594,low
59196,medium
82834,high
304,medium
154872,low
71539,high
88205,medium
87009,low
14249,high
74732,medium
80442,medium
125830,medium
27313,high
112189,low
120426,high
101574,low
44524,medium
14639,medium
68021,medium
19005,medium
53363,medium
53933,medium
59388,low
72071,medium
55726,medium
59909,low
130102,medium
4774,low
153938,low
108487,medium
105044,medium
129027,medium
22555,low
85596,low
102059,medium
150900,high
49025,low
160303,low
133369,medium
32658,low
69668,medium
139324,medium
129761,medium
13283,medium
38589,medium
152523,low
132065,medium
87774,medium
151195,medium
87629,medium
82040,high
58139,medium
50337,medium
65549,high
160702,high
51044,medium
72144,low
17170,low
125742,high
40241,high
6160,low
80451,low
12856,medium
36910,medium
64576,medium
59652,medium
56150,medium
158968,low
118027,medium
145509,high
138482,medium
87237,high
56224,medium
111960,medium
7093,medium
88604,medium
125040,high
119954,medium
87109,medium
54894,medium
113060,medium
4485,medium
98214,high
37019,low
102714,medium
100516,high
102023,high
105723,medium
110432,medium
52985,low
156492,medium
59616,medium
141423,low
22143,medium
99530,medium
52118,high
148059,medium
129424,medium
156546,low
48496,medium
55187,high
26885,medium
75132,medium
30883,medium
87113,high
34256,medium
18517,high
62515,medium
39744,low
144467,medium
38487,medium
27901,low
8087,high
19353,low
127479,high
81177,medium
24075,medium
45000,medium
80914,medium
158621,low
8811,low
146183,high
92164,medium
144042,high
117180,low
52472,medium
142265,medium
38855,medium
64489,medium
29109,medium
156205,medium
150382,medium
10154,high
144883,medium
23528,high
115583,medium
154706,medium
126825,medium
20915,medium
154601,medium
23682,medium
151801,high
32498,medium
141245,high
79102,medium
6288,high
61328,medium
1332,low
157697,low
159016,low
116054,medium
2968,high
100842,medium
70369,medium
56869,medium
47850,medium
52632,high
79953,medium
20877,low
100715,medium
70932,medium
46445,medium
118509,high
136510,medium
129863,high
14684,medium
54578,low
77272,high
95625,medium
1508,high
51167,medium
93962,medium
28739,medium
135337,medium
126467,high
85297,low
31421,medium
146793,medium
32373,medium
154796,high
144986,medium
63806,medium
113670,medium
19890,high
34682,medium
30404,medium
72308,medium
143378,medium
53512,high
2020,medium
50665,medium
98935,low
70152,medium
59017,medium
79163,medium
104382,medium
95099,medium
84240,medium
62046,high
24058,low
88972,medium
100128,low
149784,low
73678,high
135664,high
86724,medium
92977,medium
158057,medium
38708,medium
147488,low
39335,medium
115732,low
112165,medium
29858,medium
110280,low
45332,medium
117783,low
32795,low
3318,low
106548,medium
127201,medium
30413,medium
112745,medium
36466,medium
150316,medium
67224,medium
62278,low
60279,medium
68303,low
21861,low
1220,medium
86083,medium
141308,medium
29358,medium
56736,medium
97765,medium
127847,medium
87785,medium
64189,medium
136204,medium
42760,high
47166,low
80594,high
113902,medium
134993,medium
77914,low
132405,medium
46441,high
62203,low
110060,medium
6201,high
110341,high
70682,medium
41431,low
151026,medium
148017,high
29942,medium
83723,low
14623,medium
159941,medium
90274,medium
117277,medium
45143,high
48062,high
114313,low
46988,high
45748,high
78238,medium
67032,low
113739,high
131687,medium
148514,medium
20028,high
51199,low
120620,high
134348,medium
144675,high
112576,medium
75340,medium
16693,low
47770,medium
46049,low
40413,medium
126247,high
145937,high
137958,medium
136616,low
160514,medium
69462,low
123868,medium
62865,medium
150244,medium
30140,high
127322,medium
7336,medium
68623,medium
114513,medium
111353,medium
89980,high
91886,high
119541,medium
158518,low
68949,medium
50735,low
70784,low
110873,high
7067,medium
133683,medium
6250,medium
91037,medium
74615,medium
84232,high
103953,low
20811,high
139010,high
1533,medium
100861,medium
110107,medium
87947,medium
98516,medium
118507,medium
109039,low
133888,medium
56846,high
10682,medium
65372,medium
83717,medium
38229,medium
137694,medium
72780,medium
42077,high
143256,medium
114439,high
13740,low
151664,medium
77287,low
128119,medium
42217,low
84164,high
133574,medium
29568,low
61706,low
8547,medium
144152,high
115968,high
58809,low
141983,medium
116332,high
1018,low
117480,medium
91472,high
17194,medium
104369,medium
5576,medium
88377,high
31614,medium
18811,medium
154444,medium
123207,medium
1997,high
54907,medium
145385,medium
1388,medium
143027,medium
155858,medium
75865,medium
120200,medium
99992,high
6096,medium
149070,medium
39721,medium
80659,low
31078,high
70982,medium
28598,high
6430,high
150166,medium
119736,medium
159640,low
45381,high
22128,medium
120531,medium
154495,high
115005,medium
70121,medium
140754,medium
58534,medium
39522,high
31904,high
36218,medium
145866,medium
124962,medium
70666,medium
131292,low
61419,medium
66268,medium
99091,low
37468,medium
79109,low
97057,medium
16637,low
99632,medium
2701,medium
130030,medium
91319,low
148872,medium
27195,medium
81753,medium
76026,medium
137979,medium
60348,medium
111167,low
90862,low
106918,medium
77921,high
62854,medium
20116,low
83333,medium
109978,medium
61962,low
77399,medium
77042,medium
48468,low
44319,medium
33923,medium
74745,medium
126272,high
86052,medium
18601,medium
13980,medium
54084,medium
117133,medium
104197,low
36111,medium
106718,medium
66405,medium
148646,medium
62661,low
53163,high
55150,high
38200,high
47654,high
7148,high
77942,medium
98982,high
140911,medium
154045,medium
135754,low
121856,medium
8366,medium
18990,medium
130025,medium
8245,low
74020,medium
96171,medium
46386,low
127271,high
21322,medium
39428,medium
103005,high
142670,medium
16013,medium
73171,medium
159385,high
157097,high
81444,medium
44218,medium
86617,medium
144916,medium
10673,medium
47503,medium
121497,low
134852,medium
133859,high
5353,medium
153627,low
63571,medium
5501,high
103200,high
79914,medium
27474,low
108307,medium
43926,medium
43751,high
69789,low
26591,high
20584,medium
128464,medium
70322,medium
13475,medium
89792,medium
23488,medium
126805,medium
63735,medium
98953,medium
138444,high
105557,high
66588,high
132688,medium
138579,medium
79302,high
21024,high
81682,medium
34075,medium
123459,low
52876,medium
123037,high
114966,medium
30879,medium
155162,medium
1048,medium
132933,high
83048,high
22992,medium
19322,medium
129207,low
139446,medium
103054,medium
143023,high
5713,low
35051,high
15747,medium
39344,medium
47469,medium
111513,medium
16431,medium
100243,medium
27451,medium
72480,medium
33712,medium
159808,medium
84663,medium
88241,medium
91660,medium
110522,low
93691,high
99806,high
32031,high
134819,high
153640,medium
84095,medium
114619,low
734,medium
40404,medium
128210,high
28629,high
127020,low
146391,medium
54011,medium
9557,medium
95793,high
147236,medium
31262,high
6097,high
56893,medium
143803,medium
47307,low
64170,medium
152997,medium
105268,high
96429,medium
149521,medium
646,low
115319,medium
53143,medium
14000,medium
9760,low
124297,high
47704,medium
17687,medium
110082,high
104709,medium
140593,medium
52695,medium
90024,medium
128742,low
133544,medium
95759,medium
122861,high
119292,medium
116195,low
157912,medium
43243,medium
34904,high
108637,medium
62634,medium
134185,low
102084,low
156843,high
139058,medium
77203,medium
72432,medium
136291,high
79985,medium
57490,high
17688,medium
21470,high
155922,low
94924,medium
144754,high
89495,high
120615,medium
16640,low
114210,low
11979,low
114616,low
20520,medium
18675,low
92969,high
53270,medium
112399,high
75771,medium
20613,medium
40057,high
98855,low
18122,medium
34209,medium
94815,medium
85116,low
71851,medium
56348,low
158737,medium
144255,low
47153,low
141078,medium
4133,medium
106052,low
8415,medium
40094,low
128209,low
9076,medium
93358,medium
152941,high
61632,low
79414,medium
96158,high
21920,medium
92246,medium
130120,low
26146,medium
116699,medium
117423,medium
69497,high
106552,high
22874,low
92588,medium
22383,medium
134585,medium
104819,medium
98412,medium
138956,medium
53808,high
76492,medium
154985,medium
20900,low
79994,medium
133375,high
78822,medium
127815,high
99000,high
99394,medium
107605,high
22388,high
68772,medium
126033,high
11024,medium
362,medium
134082,medium
27379,high
56340,medium
87207,high
114472,high
117433,medium
93067,medium
109352,medium
98483,medium
142864,high
63773,medium
158859,low
2001,medium
106930,medium
149442,medium
54026,medium
112235,high
78297,medium
104865,medium
85701,high
98736,high
33336,high
71555,medium
80554,high
100171,high
134347,high
107527,medium
102824,low
65705,high
99684,low
57738,medium
137627,medium
84042,low
79374,medium
138951,medium
102413,low
67546,medium
76613,high
116329,medium
11639,medium
152799,medium
160678,high
91968,high
151423,medium
59290,high
45802,low
48689,medium
79324,high
36943,medium
54685,medium
152998,medium
120735,medium
123191,medium
151708,high
138622,medium
149358,medium
1088,low
155176,high
137668,medium
115436,low
141248,medium
148052,low
151375,medium
119395,medium
41570,high
39645,medium
8829,medium
131988,high
93801,medium
42911,low
7499,medium
36840,high
31590,medium
84336,medium
7797,high
50679,low
83688,medium
3974,medium
22316,medium
24780,medium
58358,high
127755,medium
3862,medium
140120,high
46354,high
147939,medium
148599,medium
29470,medium
7127,medium
2834,high
148402,low
21647,medium
150209,medium
46123,medium
77486,medium
7211,medium
104055,low
21362,high
15352,low
27671,medium
2607,medium
25006,medium
